slug,recipe,country,category,role,label,filename,route_path,prompt
asida-ly,Asida,Libya,dessert,table,Table context,asida-ly-5.webp,/tools/afrokitchen/recipes/asida-ly/,"Finished Asida, dessert from Libya, dish on table with realistic accompaniments and serving utensils."
hraime-ly,Hraime Libyan Fish,Libya,seafood,hero,Finished dish hero,hraime-ly.webp,/tools/afrokitchen/recipes/hraime-ly/,"Finished Hraime Libyan Fish, seafood from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
hraime-ly,Hraime Libyan Fish,Libya,seafood,serving,Serving detail,hraime-ly-2.webp,/tools/afrokitchen/recipes/hraime-ly/,"Finished Hraime Libyan Fish, seafood from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
hraime-ly,Hraime Libyan Fish,Libya,seafood,ingredients,Ingredient setup,hraime-ly-3.webp,/tools/afrokitchen/recipes/hraime-ly/,"Finished Hraime Libyan Fish, seafood from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
hraime-ly,Hraime Libyan Fish,Libya,seafood,process,Cooking process,hraime-ly-4.webp,/tools/afrokitchen/recipes/hraime-ly/,"Finished Hraime Libyan Fish, seafood from Libya, mid-cooking pot or pan moment that explains the method."
hraime-ly,Hraime Libyan Fish,Libya,seafood,table,Table context,hraime-ly-5.webp,/tools/afrokitchen/recipes/hraime-ly/,"Finished Hraime Libyan Fish, seafood from Libya, dish on table with realistic accompaniments and serving utensils."
mbakbaka-ly,Mbakbaka,Libya,main,hero,Finished dish hero,mbakbaka-ly.webp,/tools/afrokitchen/recipes/mbakbaka-ly/,"Finished Mbakbaka, main from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mbakbaka-ly,Mbakbaka,Libya,main,serving,Serving detail,mbakbaka-ly-2.webp,/tools/afrokitchen/recipes/mbakbaka-ly/,"Finished Mbakbaka, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
mbakbaka-ly,Mbakbaka,Libya,main,ingredients,Ingredient setup,mbakbaka-ly-3.webp,/tools/afrokitchen/recipes/mbakbaka-ly/,"Finished Mbakbaka, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
mbakbaka-ly,Mbakbaka,Libya,main,process,Cooking process,mbakbaka-ly-4.webp,/tools/afrokitchen/recipes/mbakbaka-ly/,"Finished Mbakbaka, main from Libya, mid-cooking pot or pan moment that explains the method."
mbakbaka-ly,Mbakbaka,Libya,main,table,Table context,mbakbaka-ly-5.webp,/tools/afrokitchen/recipes/mbakbaka-ly/,"Finished Mbakbaka, main from Libya, dish on table with realistic accompaniments and serving utensils."
mbatten-ly,Mbatten,Libya,snack,hero,Finished dish hero,mbatten-ly.webp,/tools/afrokitchen/recipes/mbatten-ly/,"Finished Mbatten, snack from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mbatten-ly,Mbatten,Libya,snack,serving,Serving detail,mbatten-ly-2.webp,/tools/afrokitchen/recipes/mbatten-ly/,"Finished Mbatten, snack from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
mbatten-ly,Mbatten,Libya,snack,ingredients,Ingredient setup,mbatten-ly-3.webp,/tools/afrokitchen/recipes/mbatten-ly/,"Finished Mbatten, snack from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
mbatten-ly,Mbatten,Libya,snack,process,Cooking process,mbatten-ly-4.webp,/tools/afrokitchen/recipes/mbatten-ly/,"Finished Mbatten, snack from Libya, mid-cooking pot or pan moment that explains the method."
mbatten-ly,Mbatten,Libya,snack,table,Table context,mbatten-ly-5.webp,/tools/afrokitchen/recipes/mbatten-ly/,"Finished Mbatten, snack from Libya, dish on table with realistic accompaniments and serving utensils."
rishta-kiskas-ly,Rishta Kiskas,Libya,main,hero,Finished dish hero,rishta-kiskas-ly.webp,/tools/afrokitchen/recipes/rishta-kiskas-ly/,"Finished Rishta Kiskas, main from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
rishta-kiskas-ly,Rishta Kiskas,Libya,main,serving,Serving detail,rishta-kiskas-ly-2.webp,/tools/afrokitchen/recipes/rishta-kiskas-ly/,"Finished Rishta Kiskas, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
rishta-kiskas-ly,Rishta Kiskas,Libya,main,ingredients,Ingredient setup,rishta-kiskas-ly-3.webp,/tools/afrokitchen/recipes/rishta-kiskas-ly/,"Finished Rishta Kiskas, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
rishta-kiskas-ly,Rishta Kiskas,Libya,main,process,Cooking process,rishta-kiskas-ly-4.webp,/tools/afrokitchen/recipes/rishta-kiskas-ly/,"Finished Rishta Kiskas, main from Libya, mid-cooking pot or pan moment that explains the method."
rishta-kiskas-ly,Rishta Kiskas,Libya,main,table,Table context,rishta-kiskas-ly-5.webp,/tools/afrokitchen/recipes/rishta-kiskas-ly/,"Finished Rishta Kiskas, main from Libya, dish on table with realistic accompaniments and serving utensils."
sharba-libiya-ly,Sharba Libiya,Libya,soup,hero,Finished dish hero,sharba-libiya-ly.webp,/tools/afrokitchen/recipes/sharba-libiya-ly/,"Finished Sharba Libiya, soup from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
sharba-libiya-ly,Sharba Libiya,Libya,soup,serving,Serving detail,sharba-libiya-ly-2.webp,/tools/afrokitchen/recipes/sharba-libiya-ly/,"Finished Sharba Libiya, soup from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
sharba-libiya-ly,Sharba Libiya,Libya,soup,ingredients,Ingredient setup,sharba-libiya-ly-3.webp,/tools/afrokitchen/recipes/sharba-libiya-ly/,"Finished Sharba Libiya, soup from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
sharba-libiya-ly,Sharba Libiya,Libya,soup,process,Cooking process,sharba-libiya-ly-4.webp,/tools/afrokitchen/recipes/sharba-libiya-ly/,"Finished Sharba Libiya, soup from Libya, mid-cooking pot or pan moment that explains the method."
sharba-libiya-ly,Sharba Libiya,Libya,soup,table,Table context,sharba-libiya-ly-5.webp,/tools/afrokitchen/recipes/sharba-libiya-ly/,"Finished Sharba Libiya, soup from Libya, dish on table with realistic accompaniments and serving utensils."
usban-ly,Usban,Libya,main,hero,Finished dish hero,usban-ly.webp,/tools/afrokitchen/recipes/usban-ly/,"Finished Usban, main from Libya, plated finished dish in warm natural light, inspectable texture, no text, no logos."
usban-ly,Usban,Libya,main,serving,Serving detail,usban-ly-2.webp,/tools/afrokitchen/recipes/usban-ly/,"Finished Usban, main from Libya, closer serving angle showing texture, garnish, side dish, and sauce."
usban-ly,Usban,Libya,main,ingredients,Ingredient setup,usban-ly-3.webp,/tools/afrokitchen/recipes/usban-ly/,"Finished Usban, main from Libya, key ingredients arranged naturally before cooking, bright kitchen light."
usban-ly,Usban,Libya,main,process,Cooking process,usban-ly-4.webp,/tools/afrokitchen/recipes/usban-ly/,"Finished Usban, main from Libya, mid-cooking pot or pan moment that explains the method."
usban-ly,Usban,Libya,main,table,Table context,usban-ly-5.webp,/tools/afrokitchen/recipes/usban-ly/,"Finished Usban, main from Libya, dish on table with realistic accompaniments and serving utensils."
akoho-sy-voanio-mg,Akoho sy Voanio,Madagascar,main,hero,Finished dish hero,akoho-sy-voanio-mg.webp,/tools/afrokitchen/recipes/akoho-sy-voanio-mg/,"Finished Akoho sy Voanio, main from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
akoho-sy-voanio-mg,Akoho sy Voanio,Madagascar,main,serving,Serving detail,akoho-sy-voanio-mg-2.webp,/tools/afrokitchen/recipes/akoho-sy-voanio-mg/,"Finished Akoho sy Voanio, main from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
akoho-sy-voanio-mg,Akoho sy Voanio,Madagascar,main,ingredients,Ingredient setup,akoho-sy-voanio-mg-3.webp,/tools/afrokitchen/recipes/akoho-sy-voanio-mg/,"Finished Akoho sy Voanio, main from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
akoho-sy-voanio-mg,Akoho sy Voanio,Madagascar,main,process,Cooking process,akoho-sy-voanio-mg-4.webp,/tools/afrokitchen/recipes/akoho-sy-voanio-mg/,"Finished Akoho sy Voanio, main from Madagascar, mid-cooking pot or pan moment that explains the method."
akoho-sy-voanio-mg,Akoho sy Voanio,Madagascar,main,table,Table context,akoho-sy-voanio-mg-5.webp,/tools/afrokitchen/recipes/akoho-sy-voanio-mg/,"Finished Akoho sy Voanio, main from Madagascar, dish on table with realistic accompaniments and serving utensils."
koba-mg,Koba,Madagascar,dessert,hero,Finished dish hero,koba-mg.webp,/tools/afrokitchen/recipes/koba-mg/,"Finished Koba, dessert from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
koba-mg,Koba,Madagascar,dessert,serving,Serving detail,koba-mg-2.webp,/tools/afrokitchen/recipes/koba-mg/,"Finished Koba, dessert from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
koba-mg,Koba,Madagascar,dessert,ingredients,Ingredient setup,koba-mg-3.webp,/tools/afrokitchen/recipes/koba-mg/,"Finished Koba, dessert from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
koba-mg,Koba,Madagascar,dessert,process,Cooking process,koba-mg-4.webp,/tools/afrokitchen/recipes/koba-mg/,"Finished Koba, dessert from Madagascar, mid-cooking pot or pan moment that explains the method."
koba-mg,Koba,Madagascar,dessert,table,Table context,koba-mg-5.webp,/tools/afrokitchen/recipes/koba-mg/,"Finished Koba, dessert from Madagascar, dish on table with realistic accompaniments and serving utensils."
lasary-voatabia-mg,Lasary Voatabia,Madagascar,salad,hero,Finished dish hero,lasary-voatabia-mg.webp,/tools/afrokitchen/recipes/lasary-voatabia-mg/,"Finished Lasary Voatabia, salad from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
lasary-voatabia-mg,Lasary Voatabia,Madagascar,salad,serving,Serving detail,lasary-voatabia-mg-2.webp,/tools/afrokitchen/recipes/lasary-voatabia-mg/,"Finished Lasary Voatabia, salad from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
lasary-voatabia-mg,Lasary Voatabia,Madagascar,salad,ingredients,Ingredient setup,lasary-voatabia-mg-3.webp,/tools/afrokitchen/recipes/lasary-voatabia-mg/,"Finished Lasary Voatabia, salad from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
lasary-voatabia-mg,Lasary Voatabia,Madagascar,salad,process,Cooking process,lasary-voatabia-mg-4.webp,/tools/afrokitchen/recipes/lasary-voatabia-mg/,"Finished Lasary Voatabia, salad from Madagascar, mid-cooking pot or pan moment that explains the method."
lasary-voatabia-mg,Lasary Voatabia,Madagascar,salad,table,Table context,lasary-voatabia-mg-5.webp,/tools/afrokitchen/recipes/lasary-voatabia-mg/,"Finished Lasary Voatabia, salad from Madagascar, dish on table with realistic accompaniments and serving utensils."
mofo-gasy,Mofo Gasy,Madagascar,breakfast,hero,Finished dish hero,mofo-gasy.webp,/tools/afrokitchen/recipes/mofo-gasy/,"Finished Mofo Gasy, breakfast from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mofo-gasy,Mofo Gasy,Madagascar,breakfast,serving,Serving detail,mofo-gasy-2.webp,/tools/afrokitchen/recipes/mofo-gasy/,"Finished Mofo Gasy, breakfast from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
mofo-gasy,Mofo Gasy,Madagascar,breakfast,ingredients,Ingredient setup,mofo-gasy-3.webp,/tools/afrokitchen/recipes/mofo-gasy/,"Finished Mofo Gasy, breakfast from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
mofo-gasy,Mofo Gasy,Madagascar,breakfast,process,Cooking process,mofo-gasy-4.webp,/tools/afrokitchen/recipes/mofo-gasy/,"Finished Mofo Gasy, breakfast from Madagascar, mid-cooking pot or pan moment that explains the method."
mofo-gasy,Mofo Gasy,Madagascar,breakfast,table,Table context,mofo-gasy-5.webp,/tools/afrokitchen/recipes/mofo-gasy/,"Finished Mofo Gasy, breakfast from Madagascar, dish on table with realistic accompaniments and serving utensils."
ranonapango-mg,Ranonapango,Madagascar,beverage,hero,Finished dish hero,ranonapango-mg.webp,/tools/afrokitchen/recipes/ranonapango-mg/,"Finished Ranonapango, beverage from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ranonapango-mg,Ranonapango,Madagascar,beverage,serving,Serving detail,ranonapango-mg-2.webp,/tools/afrokitchen/recipes/ranonapango-mg/,"Finished Ranonapango, beverage from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
ranonapango-mg,Ranonapango,Madagascar,beverage,ingredients,Ingredient setup,ranonapango-mg-3.webp,/tools/afrokitchen/recipes/ranonapango-mg/,"Finished Ranonapango, beverage from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
ranonapango-mg,Ranonapango,Madagascar,beverage,process,Cooking process,ranonapango-mg-4.webp,/tools/afrokitchen/recipes/ranonapango-mg/,"Finished Ranonapango, beverage from Madagascar, mid-cooking pot or pan moment that explains the method."
ranonapango-mg,Ranonapango,Madagascar,beverage,table,Table context,ranonapango-mg-5.webp,/tools/afrokitchen/recipes/ranonapango-mg/,"Finished Ranonapango, beverage from Madagascar, dish on table with realistic accompaniments and serving utensils."
ravitoto,Ravitoto,Madagascar,stew,hero,Finished dish hero,ravitoto.webp,/tools/afrokitchen/recipes/ravitoto/,"Finished Ravitoto, stew from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ravitoto,Ravitoto,Madagascar,stew,serving,Serving detail,ravitoto-2.webp,/tools/afrokitchen/recipes/ravitoto/,"Finished Ravitoto, stew from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
ravitoto,Ravitoto,Madagascar,stew,ingredients,Ingredient setup,ravitoto-3.webp,/tools/afrokitchen/recipes/ravitoto/,"Finished Ravitoto, stew from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
ravitoto,Ravitoto,Madagascar,stew,process,Cooking process,ravitoto-4.webp,/tools/afrokitchen/recipes/ravitoto/,"Finished Ravitoto, stew from Madagascar, mid-cooking pot or pan moment that explains the method."
ravitoto,Ravitoto,Madagascar,stew,table,Table context,ravitoto-5.webp,/tools/afrokitchen/recipes/ravitoto/,"Finished Ravitoto, stew from Madagascar, dish on table with realistic accompaniments and serving utensils."
romazava,Romazava,Madagascar,stew,hero,Finished dish hero,romazava.webp,/tools/afrokitchen/recipes/romazava/,"Finished Romazava, stew from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
romazava,Romazava,Madagascar,stew,serving,Serving detail,romazava-2.webp,/tools/afrokitchen/recipes/romazava/,"Finished Romazava, stew from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
romazava,Romazava,Madagascar,stew,ingredients,Ingredient setup,romazava-3.webp,/tools/afrokitchen/recipes/romazava/,"Finished Romazava, stew from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
romazava,Romazava,Madagascar,stew,process,Cooking process,romazava-4.webp,/tools/afrokitchen/recipes/romazava/,"Finished Romazava, stew from Madagascar, mid-cooking pot or pan moment that explains the method."
romazava,Romazava,Madagascar,stew,table,Table context,romazava-5.webp,/tools/afrokitchen/recipes/romazava/,"Finished Romazava, stew from Madagascar, dish on table with realistic accompaniments and serving utensils."
vary-aminanana-mg,Vary Amin'anana,Madagascar,rice,hero,Finished dish hero,vary-aminanana-mg.webp,/tools/afrokitchen/recipes/vary-aminanana-mg/,"Finished Vary Amin'anana, rice from Madagascar, plated finished dish in warm natural light, inspectable texture, no text, no logos."
vary-aminanana-mg,Vary Amin'anana,Madagascar,rice,serving,Serving detail,vary-aminanana-mg-2.webp,/tools/afrokitchen/recipes/vary-aminanana-mg/,"Finished Vary Amin'anana, rice from Madagascar, closer serving angle showing texture, garnish, side dish, and sauce."
vary-aminanana-mg,Vary Amin'anana,Madagascar,rice,ingredients,Ingredient setup,vary-aminanana-mg-3.webp,/tools/afrokitchen/recipes/vary-aminanana-mg/,"Finished Vary Amin'anana, rice from Madagascar, key ingredients arranged naturally before cooking, bright kitchen light."
vary-aminanana-mg,Vary Amin'anana,Madagascar,rice,process,Cooking process,vary-aminanana-mg-4.webp,/tools/afrokitchen/recipes/vary-aminanana-mg/,"Finished Vary Amin'anana, rice from Madagascar, mid-cooking pot or pan moment that explains the method."
vary-aminanana-mg,Vary Amin'anana,Madagascar,rice,table,Table context,vary-aminanana-mg-5.webp,/tools/afrokitchen/recipes/vary-aminanana-mg/,"Finished Vary Amin'anana, rice from Madagascar, dish on table with realistic accompaniments and serving utensils."
futali-mw,Futali,Malawi,main,hero,Finished dish hero,futali-mw.webp,/tools/afrokitchen/recipes/futali-mw/,"Finished Futali, main from Malawi, plated finished dish in warm natural light, inspectable texture, no text, no logos."
